Bus Stop Number,Latitude Position,Longitude Position,Bus Stop Name
76071,1.348026389,103.9451781,Blk 141
76079,1.347943889,103.945635,Blk 101
76081,1.349501944,103.9493231,Opp The Holy Trinity Ch
76089,1.349168056,103.9492339,The Holy Trinity Ch
76091,1.350716364,103.9527517,Blk 206
76099,1.350263595,103.9524917,Blk 285
76101,1.353033156,103.9548021,Tampines East CC
76109,1.3529664,103.9551185,Blk 302
76111,1.351574554,103.9402339,Blk 945
76119,1.351886646,103.9400903,Opp Blk 945
76121,1.350033337,103.9381752,Opp St. Hilda's Sec Sch
76129,1.349882149,103.9379158,St. Hilda's Sec Sch
76131,1.35184112,103.9425413,UOB Tampines Ctr
76139,1.351626918,103.9438501,Opp Century Sq
76141,1.353666891,103.9460906,Tampines Stn/Int
76149,1.353707285,103.9463671,Opp Tampines Stn/Int
76151,1.355330989,103.9470479,Blk 237
76159,1.355178317,103.9472015,Opp Blk 237
76161,1.352587459,103.9475834,Opp Blk 248
76169,1.352453056,103.9474517,Blk 248
76171,1.351779478,103.9504235,Blk 266
76179,1.351729389,103.9506957,Opp Blk 266
76181,1.3538411,103.9530803,Blk 216
76189,1.3537,103.9527961,Opp Blk 216
76191,1.356943886,103.9447745,Opp Tampines Reg Lib
76199,1.356600163,103.9453543,Bef Tampines Reg Lib
76201,1.356874994,103.9479674,Blk 423
76209,1.356603328,103.9476691,Blk 233
76211,1.356746672,103.9510026,Blk 449
76219,1.356441687,103.9511442,Blk 230E
76221,1.356424995,103.9531634,Opp Blk 230
76229,1.356140011,103.9535385,Blk 229
76231,1.35666909,103.957362,Tampines JC
76239,1.356466555,103.9575245,Opp Tampines JC
76241,1.358458027,103.9591706,Blk 497D
76249,1.358366398,103.9594744,Blk 370
76251,1.359708269,103.9582372,Blk 487B
76259,1.359670158,103.9584245,Opp Blk 487B
76261,1.361640056,103.9574003,Blk 489B
76269,1.361878204,103.9573982,Opp Blk 489A
76271,1.361811672,103.9551834,Dunman Sec Sch
76279,1.361885607,103.9550458,Blk 491C
76281,1.347583738,103.9384863,East View Pr Sch
76289,1.347387285,103.9381457,Opp East View Pr Sch
76291,1.348833044,103.9512076,Opp Blk 280
76301,1.349070012,103.9535439,Blk 283
76311,1.357915015,103.9553566,Opp Tampines JC
76319,1.357650053,103.9555871,Tampines JC
76329,1.346445017,103.9498962,Blk 125
76339,1.345471667,103.9469842,Blk 121
76341,1.359763051,103.9553501,Blk 464
76349,1.360385137,103.9555657,Dunman Sec Sch
76351,1.362138224,103.9530913,Blk 484
76359,1.362091681,103.9521788,Blk 493B
76361,1.36002525,103.9503227,Blk 430
76369,1.360256427,103.9502227,Blk 496F
76371,1.358528395,103.9542753,Blk 459
76389,1.359294711,103.9523357,Blk 442
76391,1.358443768,103.9475411,Blk 418
76399,1.358622568,103.9472334,Blk 417
76401,1.355013333,103.9508617,Blk 230B
76409,1.354846709,103.9507955,Blk 259
76411,1.353850014,103.9574275,Ngee Ann Sec Sch
76419,1.353662435,103.9564853,Blk 307A
76421,1.353841243,103.9598719,Opp Blk 331
76429,1.353692221,103.959589,Blk 331
76439,1.352881667,103.9626053,Blk 351
76449,1.352075082,103.9611301,Blk 343
76459,1.352080031,103.9587319,Blk 323
76461,1.356109722,103.9598183,Eden Condo
76469,1.356303394,103.9598505,East Spring Sec Sch
77009,1.37370753,103.9495759,Pasir Ris Int
77011,1.3737649,103.9426659,Opp Blk 515
77019,1.3737108,103.9435108,Blk 515
77021,1.372663,103.9455728,Opp Blk 571
77029,1.3727496,103.9459778,Blk 571
77031,1.371163371,103.9483811,Aft Pasir Ris Ctrl
77039,1.371591187,103.9483486,Bef Pasir Ris Ctrl
77041,1.369448546,103.9513045,Blk 541
77049,1.36963557,103.9515831,Pasir Ris Town Pk
77051,1.369085045,103.9550853,Blk 115
77059,1.36936139,103.9550634,Blk 425
77061,1.373772168,103.9404132,Ris Grandeur
77069,1.374149728,103.9408118,Opp Ris Grandeur
77071,1.378109454,103.941279,Blk 633
77079,1.377286648,103.9414526,Elias Mall
77081,1.380269984,103.9426525,Aft Pasir Ris Dr 3
77089,1.380056688,103.9426865,Bef Pasir Ris Dr 3
77091,1.380426378,103.9454714,Bef Pasir Ris Way
77099,1.380421389,103.9463792,Bef Pasir Ris Ave
77101,1.380734713,103.9482518,Bef Pasir Ris Rd
77109,1.380526387,103.9482622,Aft Pasir Ris Rd
77111,1.382198359,103.9463809,Bef Pasir Ris Way
77119,1.382227759,103.9465791,Aft Pasir Ris Way
77129,1.383963048,103.9437463,Opp Unit 104
77131,1.375583564,103.9465213,Blk 502
77139,1.375180893,103.946498,Blk 582
77141,1.37380309,103.9452982,Blk 519
77161,1.377524923,103.9365757,Blk 741
77169,1.376943247,103.936332,Meridian JC
77171,1.372761337,103.9506476,Opp Pasir Ris Town Pk
77179,1.372543325,103.9508126,Pasir Ris Town Pk
77181,1.375906714,103.9410494,Blk 638
77189,1.375556401,103.9412491,Blk 613
77191,1.376548076,103.9460282,Blk 500A
77199,1.377078031,103.9456657,Opp Blk 500A
77201,1.378640012,103.9427635,Aft Blk 601
77209,1.379029158,103.9427159,Opp Blk 601
77211,1.379991696,103.9409454,Blk 626
77219,1.380576627,103.9406477,Opp Blk 626
77221,1.379545023,103.9383004,Blk 651
77231,1.376705031,103.9384403,Meridian JC
77239,1.377418308,103.937932,Blk 643
77241,1.375313315,103.9402726,Opp Blk 640
77249,1.375994395,103.9398611,Blk 640
77251,1.382238342,103.9386443,Blk 713
77259,1.38271636,103.9385586,Opp Blk 713
77261,1.382858117,103.9361588,Blk 717
77269,1.382893374,103.935787,Opp Blk 717
77271,1.380589984,103.9349614,Aft Pasir Ris St 72
77279,1.38079641,103.9346622,Aft Pasir Ris Dr 1
77281,1.378371667,103.9361873,Blk 740
77289,1.3788976,103.9359653,Blk 738
77291,1.377462791,103.9347603,Blk 753
77301,1.374197657,103.9386448,Blk 778
77309,1.374376397,103.9387448,Opp Blk 778
77311,1.375819531,103.9368653,Bet Blks 771/772
77319,1.375546667,103.9375417,Opp Blks 771/772
77321,1.373238045,103.9483391,Aft Pasir Ris St 53
77329,1.373175025,103.9481226,Bef Pasir Ris St 53
77331,1.378297398,103.9333876,Blk 747A
77339,1.378030178,103.9327865,Aft TPE
77341,1.369738889,103.9484981,Opp Blk 569
77349,1.370007837,103.9487424,Blk 569
77351,1.367896097,103.9500885,Blk 562
77359,1.368088035,103.9500186,Blk 564
77361,1.368006651,103.9517366,Blk 555
77369,1.368366661,103.951664,Opp Blk 555
78049,1.374462782,103.9418058,Blk 612
78051,1.366253108,103.9611812,Blk 197
78059,1.366776068,103.9611374,Blk 210
78061,1.368243612,103.9584812,Blk 104
78069,1.368691685,103.9581584,Blk 442
78071,1.370311632,103.9571801,Blk 446
78079,1.369950484,103.9569141,Blk 429
78081,1.373688035,103.956356,Blk 467
78089,1.373611419,103.9560887,Blk 405
78091,1.376816179,103.9562471,Opp Downtown East
78099,1.377406601,103.957088,Aft Loyang Gdns
78101,1.375066444,103.954048,Opp Downtown East
78109,1.375333227,103.9538814,Downtown East
78111,1.375457812,103.9579863,Blk 479
78119,1.37568,103.9579661,Opp Blk 479
78121,1.374859688,103.9620005,Bet Blks 232/233
78129,1.375131358,103.9621203,Opp Blk 233
78131,1.373084724,103.9637272,Pasir Ris Pr Sch
78139,1.373218045,103.9639886,Opp Pasir Ris Pr Sch
78141,1.370058899,103.9636652,Greenview Sec Sch
78149,1.369701053,103.9641189,Opp Greenview Sec Sch
78151,1.372394963,103.9607802,Blk 230
78159,1.372464739,103.9605378,Opp Blk 230
78161,1.369004997,103.9605218,Blk 216
78169,1.36906973,103.960248,Opp Blk 216
78171,1.367800025,103.9567381,Blk 108
78181,1.36476142,103.959058,Bef Blk 187
78191,1.36488943,103.9617691,Aft Blk 182
78201,1.371346892,103.9620566,Opp Blk 242
78209,1.371365031,103.9622142,Blk 242
78211,1.367902559,103.9624368,Blk 204
78219,1.367256945,103.9632782,Opp Blk 204
78221,1.374175177,103.9612256,Blk 231A CP
78229,1.374111399,103.9609385,Blk 485
78231,1.373443032,103.9598604,Opp Blk 482
78241,1.372110009,103.9576532,Bet Blks 453/454
78251,1.378240905,103.9595522,Lighthouse
78259,1.378021153,103.9593658,Opp Lighthouse
78261,1.378658311,103.9606174,Unit 169
78269,1.378675861,103.9611545,Opp Coastal View
78271,1.379222548,103.9638335,Casa Pasir Ris
78279,1.379235677,103.9642668,Opp Loyang Townhouse
80009,1.311164222,103.8721634,Lor 1 Geylang Ter
80011,1.309724829,103.8674306,Opp Sri Manmatha K Tp
80029,1.30941874,103.867535,Aft Kallang Rd ERP Gantry
80031,1.311077057,103.8713149,Kallang Stn
80039,1.309923362,103.8714434,Opp Lor 1 Geylang Ter
80049,1.310777078,103.8736366,Aft Sims Way
80051,1.312515,103.8732619,Aft Lor 1 Geylang
80069,1.312147033,103.8771502,Opp Mohd Salleh Mque
80071,1.313800092,103.8765539,Yi Xiu Fty Bldg
80089,1.312744836,103.8808052,Bef Lor 18 Geylang
80091,1.314897752,103.8809514,Bef Lor 23 Geylang
80101,1.312674,103.871574,Opp Blk 2C
80109,1.313244737,103.8714302,Bet Blks 2B/2C
80111,1.309871381,103.875515,Bef Geylang Rd
80119,1.309920655,103.875998,Aft Geylang Rd
80141,1.307118355,103.8798937,Opp Mountbatten Voc Sch
80149,1.307496371,103.8798058,Mountbatten Voc Sch
80151,1.295947793,103.8575904,Opp Suntec City
80159,1.295962317,103.8579517,Suntec City
80161,1.300327156,103.8624541,The Concourse
80169,1.300705476,103.8633601,Nicoll Highway Stn
80171,1.300840752,103.8771535,CP F
80179,1.300594053,103.8771287,Opp CP F
80181,1.305084395,103.8796984,Kallang Squash Ctr
80189,1.305037412,103.881077,Opp Kallang Squash Ctr
80191,1.301608872,103.8754059,Opp S'pore Indoor Stadium
80199,1.301558385,103.8751353,S'pore Indoor Stadium
80211,1.306970032,103.8746131,Opp Natl Stadium
80219,1.306636109,103.8744839,Natl Stadium
80229,1.317289721,103.8781055,Blk 45
80231,1.318565032,103.8801086,Blk 59
80239,1.318463509,103.880511,Opp Blk 59
80249,1.316936431,103.8798599,Blk 49 Mkt/FC
80251,1.310094874,103.879925,Assn Bldg
80259,1.309895,103.8798883,Aft Chen Li Presby Ch
80269,1.31501453,103.878361,Bef Sims Ave
80271,1.305113985,103.8831203,Opp Blk 2
80279,1.305149034,103.88342,Blk 2
80289,1.316075,103.8793281,Sims Pl Ter
80291,1.319559688,103.8722933,Blk 82
80299,1.319548352,103.8719722,Opp Blk 82
80301,1.31643329,103.8734862,Bef Blk 19
80309,1.317231347,103.8729891,Aft Geylang West CC
80311,1.314433333,103.8726003,Blk 3B
80319,1.31484297,103.8726223,Geylang West CC
81011,1.315323187,103.8833517,Aljunied Stn
81029,1.313598696,103.8849753,Aft Lor 28 Geylang
81031,1.31580283,103.8860485,Blk 134
81049,1.314026024,103.8872907,Aft Lor 34 Geylang
81051,1.316623431,103.8903344,Sims Ville
81069,1.314713073,103.8908433,Opp Lor 39 Geylang
81081,1.316216659,103.8816816,Opp Aljunied Stn
81089,1.316281943,103.8820224,Aljunied Stn
81091,1.319353333,103.8817311,Blk 60
81099,1.319822767,103.8819467,Blk 102
81101,1.321115224,103.8915222,CISCO Ctr
81109,1.320913717,103.8911718,Opp CISCO Ctr
81111,1.318602386,103.8921169,Paya Lebar Stn
81119,1.318567246,103.891695,Opp Paya Lebar Stn
81129,1.316311474,103.8921727,Bef Geylang Fire Stn
81131,1.314315054,103.8922161,Opp Grandlink Sq
81139,1.314353286,103.8919176,Grandlink Sq
81141,1.312008056,103.8903575,Versailles Condo
81149,1.312125692,103.8896603,The Sunny Spring Condo
81151,1.311533056,103.8878458,Kong Hwa Sch
81159,1.311678738,103.8874161,Opp Kong Hwa Sch
81161,1.310546388,103.8831815,blk 56
81169,1.310783719,103.8831317,Opp Blk 56
81171,1.307517037,103.8850075,Blk 39
81179,1.307260868,103.8849071,Blk 22
81181,1.308455448,103.8884721,Blk 99
81189,1.308213086,103.8885088,Blk 62
81191,1.309131667,103.8918,Opp Northlight Sch
81199,1.308629373,103.8906311,Northlight Sch
81201,1.318693022,103.8830068,Opp Geylang Meth Sec Sch
81209,1.318436125,103.8842972,Geylang Meth Pr Sch
81211,1.319046664,103.8866675,Geylang Polyclinic
81219,1.318771413,103.886687,Opp Geylang Polyclinic
81221,1.319763313,103.8901511,Folec Tech Ctr
81229,1.319461128,103.890188,Opp Folec Tech Ctr
81231,1.313893056,103.8818961,Opp SCN Ctr
82009,1.319337172,103.9018083,Eunos Int
82011,1.317406429,103.8948083,Aft Tg Katong Cplx
82029,1.315698338,103.8955953,Blk 14 Mkt/FC
82032,1.317764164,103.8971987,Blk 416
82033,1.317984493,103.8982372,Blk 414
82049,1.316341705,103.8989162,Joo Chiat Cplx
82051,1.300799999,103.8974011,Tg Katong Sth P/G
82059,1.301241978,103.8974511,One Amber
82061,1.318761626,103.902269,Eunos Stn
82069,1.317095375,103.9029515,Aft GE Life Ctr
82071,1.307253344,103.8954113,Opp Tg Katong Girls' Sch
82079,1.308011146,103.8951961,Tg Katong Girls' Sch
82081,1.310372849,103.8941279,Aft Dunman Rd
82089,1.31086356,103.894304,Shell Kiosk
82091,1.312646671,103.8941105,Aft Queen Of Peace Ch
82099,1.312994615,103.8942718,CDAC Bldg
82109,1.315189224,103.8933177,City Plaza
82111,1.316119309,103.8937998,Opp Tg Katong Cplx
82119,1.316192107,103.8940879,Tg Katong Cplx
82121,1.309651506,103.8965764,Dunman View
82129,1.3094346,103.8966101,Tg Katong Sec Sch
82131,1.309559796,103.9003489,Opp Maranatha Hall
82139,1.309389722,103.8993689,Maranatha Hall
82141,1.310842107,103.9024837,Aft Koon Seng Rd
82149,1.311013725,103.9013636,Bef Koon Seng Rd
82151,1.313106162,103.9009112,Bef Joo Chiat Pl
82159,1.313270266,103.9004957,Aft Tembeling Rd
82171,1.313826149,103.9030699,Bef Mangis Rd
82179,1.313825,103.9038611,Joo Chiat Ct
82181,1.314228069,103.9058917,Flora East
82221,1.317605117,103.8990071,Blk 3A
82229,1.317531618,103.9005296,Kg Ubi CC
82231,1.314201013,103.8936761,Opp City Plaza
83011,1.319714911,103.907254,Casa Sarina
83029,1.317744298,103.9063525,Bef Jamiyah Home
83031,1.320270269,103.9100003,Opp Hong San Si Tp
83049,1.318489755,103.9100218,Bef Lor 110 Changi
83059,1.318889006,103.9122267,Mjd Kassim
83062,1.320968592,103.9133278,Kembangan Stn
83063,1.321201378,103.9148525,The Buddhist Union
83079,1.319768333,103.9150542,Bef Siglap Plain
83081,1.321386942,103.9173662,Opp Perpetual Succour Ch
83099,1.320763784,103.9181043,Aft Perpetual Succour Ch
83101,1.320667091,103.9048984,Eunos Stn
83109,1.321356789,103.9053722,Opp Eunos Stn
83111,1.32346854,103.9052731,Blk 17
83119,1.323069747,103.9056076,Opp Blk 16
83121,1.312608364,103.9106342,Bef Lor K Telok Kurau
83129,1.313063651,103.9106109,Aft Ji Xiang Ct
83131,1.316311389,103.9090772,Aft Lor H Telok Kurau
83139,1.314511389,103.9099756,Aft Joo Chiat Pl
83141,1.31763612,103.9084501,Telok Kurau Sec Sch
83149,1.31745755,103.9087549,Telok Kurau Ct
83151,1.314880024,103.909115,East Shore Hosp
83159,1.314803541,103.9094777,Opp East Shore Hosp
83169,1.314281214,103.9068703,Bef Still Rd
83171,1.314736389,103.9190053,Bef Roseburn Ave
83179,1.314604433,103.9192247,Aft Siglap Dr
83181,1.316623431,103.9175534,Aft Bethesda Frankel Ch
83189,1.316839722,103.9174928,Bef Bethesda Frankel Ch
83191,1.317299169,103.9159763,Bef Frankel Dr
83199,1.317336389,103.9162828,Aft Frankel Dr
83201,1.318607741,103.9144099,Bef Frankel Terr
83209,1.318703056,103.9145958,Aft Frankel Terr
83219,1.315873752,103.9191306,Bef Frankel Ave
83229,1.316612591,103.9208365,Bef Carlton Ave
83231,1.317268129,103.9221423,Bef Siglap Dr
83239,1.316959701,103.9224614,Opp Cheviot Hill
83249,1.317866505,103.9217459,Flamingo Valley
83251,1.319238294,103.9219991,Bef Jln Khairuddin
83261,1.319069067,103.924247,Opera Est Pr Sch
83269,1.318950973,103.923465,Opp Opera Est Pr Sch
83271,1.319289642,103.9258854,Aft Swan Lake Ave
83279,1.318830834,103.9251053,Aft Carmen St
83281,1.319639822,103.9270236,Bef Tosca St
83291,1.314733094,103.9058952,Flora East
83299,1.315743897,103.9058633,Aft Lor G Telok Kurau
83301,1.308871667,103.9081789,Aft East Coast Rd
83309,1.310454828,103.9080685,Aft Still Lane
83311,1.312419703,103.9069299,Aft Lor Nangka
83319,1.312688336,103.9071401,Aft Lor J Telok Kurau
83321,1.321687785,103.9136543,Kembangan Stn
83329,1.321986427,103.9137983,Opp Kembangan Stn
83331,1.323495136,103.9127166,Kg Kembangan CC
83341,1.325399682,103.911098,Blk 102
83351,1.327655833,103.9121311,Grosvenor View
83361,1.328507814,103.9144957,Hua Yu Mans
83371,1.326245667,103.9153795,Aft Jln Paras
83381,1.324667807,103.9145221,Bef Jln Kembangan
84009,1.324538743,103.9290382,Bedok Int
84011,1.322577496,103.9223336,Chai Chee Ind Pk
84019,1.322219727,103.9226202,Opp Chai Chee Ind Pk
84021,1.323383204,103.9250872,Blk 32
84029,1.32295306,103.925177,Opp Blk 32
84031,1.324282923,103.9300363,Bedok Stn
84039,1.323536453,103.928863,Bedok Stn
84041,1.324690517,103.934688,Blk 221A
84049,1.324327198,103.9347122,Blk 27
84051,1.325318558,103.9395794,Bedok Sports Cplx
84059,1.324935041,103.9395348,Blk 65
84061,1.325847905,103.9422313,The Tanamera Condo
84069,1.325487428,103.9421902,Blk 55
84071,1.320671384,103.9426001,Blk 71
84079,1.320993038,103.9432531,Blk 45
84081,1.320438081,103.9402204,Opp Blk 40
84089,1.32068142,103.9400309,Blk 40
84101,1.322982005,103.9442152,Opp Blk 49
84109,1.323508364,103.944121,Blk 50
84111,1.319588026,103.935742,Temasek JC
84119,1.319689028,103.9350681,Opp Temasek JC
84121,1.318483066,103.9315632,Aft Bedok Sth Ave 1
84129,1.318757905,103.9315867,Fujitec S'pore Ltd
84131,1.321413332,103.9275731,Opp Panasonic
84139,1.321328326,103.9278218,Panasonic
84141,1.320195187,103.9381742,Opp Lion Home For Elders
84149,1.320495515,103.9383566,Lion Home For Elders
84151,1.316569997,103.9333402,Casafina
84159,1.316649722,103.9330406,Hitachi Consumer Products
84191,1.32566319,103.9353376,Blk 220 CP
84199,1.325532837,103.9355564,Opp Blk 220 CP
84201,1.336600544,103.933094,Opp Blk 761
84209,1.337025137,103.9333359,Opp Baywater
84211,1.330047447,103.9344397,Blk 403
84219,1.329408889,103.9348131,Bet Blks 139/140
84221,1.331857985,103.9351274,Blk 109
84229,1.331599532,103.935314,Blk 111
84231,1.331738716,103.938555,Blk 85
84239,1.331518361,103.9383569,Opp Blk 85
84241,1.328613929,103.9400487,Blk 81
84249,1.329416689,103.9396062,Blk 124
84251,1.333468321,103.938838,Blk 99
84259,1.333288076,103.9391068,Blk 88
84261,1.334219943,103.9417282,St. Anthony's Cano Sch
84269,1.334023333,103.9418503,Blk 95
84271,1.336563107,103.9440147,Opp Goldbell Svc Ctr
84279,1.336641607,103.9443964,Goldbell Svc Ctr
84281,1.326577142,103.9403951,Blk 180
84289,1.326630771,103.9401707,Opp Blk 180
84299,1.338461478,103.9477766,Bedok Nth Depot
84301,1.327821402,103.9265663,Opp Kg Chai Chee CC
84309,1.328028033,103.926874,Kg Chai Chee CC
84311,1.329998721,103.9273167,Blk 521
84319,1.329805645,103.9277152,Blk 428
84321,1.330600636,103.9297739,Blk 516
84329,1.330293232,103.9297006,Blk 414
84331,1.328988299,103.9309999,Opp Blk 416
84339,1.3287447,103.9307906,Blk 416
84341,1.331103493,103.9319837,Opp Fengshan Pr Sch
84349,1.330917486,103.9323322,Fengshan Pr Sch
84351,1.327665624,103.9340968,Bedok Ctrl PO
84359,1.327877049,103.9340762,Opp Bedok Ctrl PO
84361,1.329366389,103.924625,Blk 547
84369,1.329148996,103.9247237,Blk 45
84371,1.33055,103.9262383,Blk 546
84379,1.330414956,103.926455,Opp Blk 546
84381,1.330786674,103.9242601,Blk 544
84391,1.332749996,103.9244766,Blk 534
84401,1.333165,103.9269811,Opp Blk 550
84409,1.332910024,103.9266917,Blk 550
84411,1.333838064,103.9292843,Blk 526
84419,1.33361649,103.9292289,Blk 512
84421,1.332322701,103.9303205,Blk 510
84431,1.335136444,103.9502227,Blk 3011
84439,1.334747324,103.9502402,Opp Blk 3011
84449,1.333221701,103.931552,Blk 509
84451,1.336438848,103.9179807,Opp Blks 705/706
84459,1.336424722,103.9183086,Bet Blks 705/706
84461,1.338071389,103.9193903,Opp Blk 701
84469,1.337515292,103.9197283,Blk 703
84471,1.337333047,103.9219975,Blk 745
84479,1.337421064,103.9225316,Blk 713
84481,1.337531673,103.9153287,Opp Kaki Bt Ctr
84489,1.338047222,103.9161883,Aft Kaki Bt Ctr
84491,1.334568083,103.914206,Blk 629
84499,1.33508644,103.9139944,Blk 140
84501,1.333195,103.9159894,Christ Ch
84511,1.332069722,103.9132942,Blk 608
84521,1.332305,103.9339381,Blk 506
84529,1.332133056,103.9343131,Blk 109
84541,1.327618019,103.9251916,Blk 42
84549,1.327201689,103.9251209,Opp Blk 42
84559,1.328333051,103.9228712,Opp Blks 50/51
84569,1.327969749,103.9201112,Opp Blk 53
84579,1.325847724,103.9194896,Aft Chai Chee St
84589,1.323112773,103.9195437,Bef New Upp Changi Rd
84591,1.337748056,103.9469947,SBST Bedok Bus Pk
84599,1.337678486,103.9466393,Opp SBST Bedok Bus Pk
84601,1.338201375,103.9311697,Opp Waterfront Key
84609,1.337911389,103.9313081,Waterfront Key
84611,1.339224698,103.9279548,Opp Waterfront Isle
84619,1.338965014,103.9274669,Waterfront Isle
84621,1.338314978,103.9249205,Opp Blk 716
84629,1.338157493,103.9253787,Blk 716
84631,1.338792752,103.9294825,Opp Waterfront Waves
84639,1.338571398,103.9293772,Aft Waterfront Waves
84641,1.324606111,103.9229933,Blk 24
84649,1.324778056,103.9231492,Opp Blk 24
84661,1.319928116,103.9443891,Blk 172
84669,1.319941112,103.9441816,Blk 73
84671,1.317593333,103.9450956,Aft Blk 156
84679,1.318043056,103.9447656,Opp Blk 156
84681,1.320218344,103.9470593,Blk 163
84691,1.321118056,103.9459575,Blk 171
84701,1.336013044,103.9121421,Blk 151
84709,1.33644333,103.9124251,Opp Blk 150
85019,1.321288333,103.9553447,Eastwood Ctr
85021,1.321903056,103.9546847,Country Pk
85029,1.322618056,103.9542997,Aft Bedok Meth Ch
85031,1.325011151,103.9523202,Excelsior Gdns
85039,1.324424974,103.9529859,Opp Excelsior Gdns
85041,1.32646471,103.9511642,Man Fatt Lam Tp
85049,1.326719987,103.9512487,Opp Man Fatt Lam Tp
85051,1.329569683,103.9488012,Aft Jln Chempaka Kuning
85059,1.329502222,103.9490661,Bef Jln Chempaka Kuning
85061,1.331504998,103.9473535,Opp Bedok Mkt Pl
85069,1.331724341,103.9474078,Bedok Mkt Pl
85071,1.334076531,103.9498517,Bef Changi Fire Stn
85079,1.3339489,103.9501523,Flextronic
85081,1.332923314,103.9471998,Bef Jln Pari Burong
85089,1.333380024,103.9488033,Bef Jln Chempaka Kuning
85091,1.327549127,103.9463612,Tanah Merah Stn
85099,1.326844378,103.9464599,Tanah Merah Stn
85101,1.329314998,103.9507171,Aft Bedok Rd
85109,1.329455232,103.9513486,Bef Bedok Rd
90011,1.297112864,103.8692482,Bef Tg Rhu View
90019,1.296970915,103.8696136,Pk Shore Condo
90021,1.297187778,103.8722247,Pebble Bay
90029,1.297006696,103.8725309,Opp Pebble Bay
90031,1.297006376,103.8755108,Tg Ria Condo
90039,1.296633057,103.8753931,Opp Tg Ria Condo
90051,1.297781652,103.8798333,Opp S'pore Swim Club
90059,1.297636122,103.8801734,S'pore Swim Club
90061,1.298106369,103.8823231,Dunman High Sch
90069,1.29795474,103.8825818,Opp Dunman High Sch
90079,1.297607182,103.8673275,Opp Costa Rhu Condo
91041,1.301003039,103.8865108,EtonHouse Pre-Sch
91049,1.30069808,103.886433,Bef Fort Rd
91051,1.300464708,103.8894692,Opp Santa Fe Mans
91059,1.300526389,103.8883133,Katong Pk Twrs
91061,1.300607778,103.8925669,Bet Hse No. 767/767A
91069,1.300618926,103.8930472,Bef Walton Rd
91071,1.301713057,103.8959908,Bef Tg Katong Rd
91079,1.301306399,103.8952667,Aft Tg Katong Rd
91081,1.299305,103.8853339,Fort Gdns
91089,1.299138326,103.8855302,Opp Fort Gdns
91091,1.303149765,103.8843685,Bef Kg Kayu Rd
91099,1.303209728,103.8847192,Bef Wilkinson Rd
91101,1.296071376,103.8966875,Tg Katong Flyover
91111,1.295355445,103.8924624,CP B1
92041,1.302692241,103.9049878,Opp Parkway Parade
92049,1.303004415,103.9059569,Parkway Parade
92051,1.304618347,103.907833,Opp Blk 72
92059,1.304251398,103.9077335,Bet Blks 72/74
92061,1.305853047,103.910596,CHIJ Katong Convent (Pr)
92069,1.305663068,103.9110052,Tao Nan Sch
92071,1.306862778,103.9148067,Opp Blk 57
92079,1.306578069,103.9148767,Blk 57
92081,1.307513386,103.9175427,St. Patrick's Sec Sch
92089,1.307191712,103.9176472,CHIJ Katong Convent
92091,1.302703333,103.8993139,Opp One Amber
92099,1.302378331,103.8990043,One Amber
92101,1.303702462,103.9012917,Katong Shop Ctr
92109,1.303566028,103.9014561,Opp Katong Shop Ctr
92111,1.304776579,103.9029334,Opp Roxy Sq
92119,1.304445001,103.9027745,Roxy Sq
92121,1.307222071,103.9067227,Opp The Holy Family Ch
92129,1.306864005,103.9064613,The Holy Family Ch
92131,1.308781111,103.9108922,Katong Omega Apt
92139,1.308539728,103.9106293,Opp Katong Omega Apt
92141,1.309200267,103.913069,Ocean Apts
92149,1.309280647,103.9143452,St. Patrick's Green
92151,1.309802943,103.9160238,Christ Meth Ch
92159,1.309763333,103.9165578,St. Patrick's Sec Sch
92161,1.303800019,103.8965692,Aft Katong PO
92169,1.304461254,103.8965605,Bef Katong PO
92171,1.308378657,103.9030431,Marshall Lane
92179,1.308036213,103.903498,Aft Duku Rd
92181,1.305296746,103.9053547,112 Katong
92189,1.304764722,103.9059236,Opp 112 Katong
92191,1.302448331,103.9147118,Opp CP C3
92199,1.302820014,103.9165028,Tennis Ctr
92201,1.311172443,103.9112378,Tandeville
92209,1.31101,103.9114789,Opp Tandeville
92211,1.305956389,103.9169886,CHIJ Katong Convent (Sec)
92219,1.306337172,103.9166522,Opp CHIJ Katong Convent
92221,1.304964238,103.9149356,Blk 19
92229,1.305157307,103.9162016,Blk 53
92231,1.304255001,103.9123224,Blk 34
92239,1.304380021,103.9126611,Blk 45
92241,1.301784418,103.9009525,Amber Gdn
92249,1.301663045,103.9011815,Opp Amber Gdn
92251,1.300036667,103.9062536,Opp Singa Inn
92261,1.297981194,103.9005182,Opp Playground@ Big Splash
92271,1.30610999,103.9095285,Bef Grand Hotel
92279,1.306428287,103.9096415,Aft Grand Hotel
92289,1.301796649,103.9128277,Regent Bowl
92301,1.307935353,103.9126289,Bef St. Patrick's Rd
92309,1.308278586,103.9126825,East Coast Apts
93011,1.308229712,103.921519,Opp Neptune Ct
93019,1.307876144,103.9211172,Neptune Ct
93021,1.308677728,103.92427,Opp Mandarin Gdns
93029,1.308514558,103.9247105,Mandarin Gdns
93031,1.309836372,103.9293754,Opp Laguna Pk
93039,1.309584748,103.9295415,Laguna Pk
93041,1.311206793,103.9333999,Hua Xin Ct
93049,1.310730167,103.9329858,Lagoon View
93051,1.310654403,103.9186692,Aft Dunbar Walk
